,房间号,座位号,热舒适（1为舒适，-1为不舒适）,热偏好（1为喜欢偏冷，2为喜欢中性环境，3为喜欢偏热环境）,年龄,身高,体重,人员编码（每人唯一）,gender（1为男，-1为女）,记录时间,室内温度,室内相对湿度,bmi（身体质量指数）
1966,224,1,-1,3,25,180,62,3117315007,1,2019/7/4 12:00,23.8,53.12,19.13580247
1967,224,1,-1,3,25,180,62,3117315007,1,2019/7/4 11:30,23.3,55.71,19.13580247
1968,224,1,-1,3,25,180,62,3117315007,1,2019/7/4 11:00,22.2,53.02,19.13580247
1969,224,1,1,3,25,180,62,3117315007,1,2019/7/4 10:29,22.5,52.27,19.13580247
1970,224,1,1,2,25,180,62,3117315007,1,2019/7/4 10:02,22.9,52.62,19.13580247
1971,202,1,1,3,25,180,62,3117315007,1,2019/7/9 16:03,24.6,56.32,19.13580247
1972,202,1,1,2,25,180,62,3117315007,1,2019/7/9 15:30,24.3,57.75,19.13580247
1973,224,1,1,2,25,180,62,3117315007,1,2019/7/4 17:01,25.2,46.44,19.13580247
1974,202,1,1,2,25,180,62,3117315007,1,2019/7/9 16:30,25.1,57.13,19.13580247
1975,202,3,-1,1,25,180,62,3117315007,1,2019/7/27 12:00,26.2,61.15,19.13580247
1976,217,4,-1,1,25,180,62,3117315007,1,2019/7/26 17:30,28.7,62.91,19.13580247
1977,202,3,1,1,25,180,62,3117315007,1,2019/7/27 9:31,25.2,57.91,19.13580247
1978,202,3,1,2,25,180,62,3117315007,1,2019/7/27 10:02,24.8,55.94,19.13580247
1979,202,3,1,2,25,180,62,3117315007,1,2019/7/27 10:29,24.6,55.98,19.13580247
1980,202,3,1,1,25,180,62,3117315007,1,2019/7/27 11:01,25.6,58.86,19.13580247
1981,202,3,1,1,25,180,62,3117315007,1,2019/7/27 11:30,26,60.26,19.13580247
1982,202,3,1,2,25,180,62,3117315007,1,2019/7/27 15:00,24.4,56.17,19.13580247
1983,217,4,-1,1,25,180,62,3117315007,1,2019/7/26 16:31,27.7,62.13,19.13580247
1984,202,3,1,2,25,180,62,3117315007,1,2019/7/27 15:31,24.3,55.83,19.13580247
1985,202,3,1,1,25,180,62,3117315007,1,2019/7/27 16:00,25.4,57.91,19.13580247
1986,202,3,-1,1,25,180,62,3117315007,1,2019/7/27 16:32,25.8,59.24,19.13580247
1987,202,3,-1,1,25,180,62,3117315007,1,2019/7/27 17:00,26.1,60,19.13580247
1988,202,3,1,1,25,180,62,3117315007,1,2019/7/27 17:30,26.4,60.55,19.13580247
1989,202,3,1,1,25,180,62,3117315007,1,2019/7/28 9:36,25.4,55.96,19.13580247
1990,217,4,-1,1,25,180,62,3117315007,1,2019/7/26 17:00,28.4,62.15,19.13580247
1991,217,4,1,1,25,180,62,3117315007,1,2019/7/26 16:01,26.9,60.89,19.13580247
1992,224,1,-1,3,25,180,62,3117315007,1,2019/7/24 10:30,24.9,55.17,19.13580247
1993,224,1,-1,3,25,180,62,3117315007,1,2019/7/24 17:31,22.8,57.42,19.13580247
1994,224,1,-1,3,25,180,62,3117315007,1,2019/7/24 11:30,25,55.14,19.13580247
1995,224,1,1,3,25,180,62,3117315007,1,2019/7/24 15:00,23.2,57.41,19.13580247
1996,224,1,-1,3,25,180,62,3117315007,1,2019/7/24 15:31,23.1,56.69,19.13580247
1997,224,1,-1,3,25,180,62,3117315007,1,2019/7/24 15:55,23,56.99,19.13580247
1998,224,1,-1,3,25,180,62,3117315007,1,2019/7/24 16:35,22.9,57.2,19.13580247
1999,224,1,-1,3,25,180,62,3117315007,1,2019/7/24 16:59,22.9,57.08,19.13580247
2000,217,4,-1,3,25,180,62,3117315007,1,2019/7/26 9:29,23.1,57.75,19.13580247
2001,217,4,1,1,25,180,62,3117315007,1,2019/7/26 15:33,25.5,55.94,19.13580247
2002,217,4,-1,3,25,180,62,3117315007,1,2019/7/26 10:02,23.3,56.01,19.13580247
2003,217,4,1,2,25,180,62,3117315007,1,2019/7/26 10:33,23.5,56.85,19.13580247
2004,217,4,1,2,25,180,62,3117315007,1,2019/7/26 11:00,23.6,57.56,19.13580247
2005,217,4,1,2,25,180,62,3117315007,1,2019/7/26 11:30,23.9,56.88,19.13580247
2006,217,4,1,3,25,180,62,3117315007,1,2019/7/26 12:02,24,56.78,19.13580247
2007,217,4,1,2,25,180,62,3117315007,1,2019/7/26 15:01,25.1,56.43,19.13580247
2008,202,3,1,1,25,180,62,3117315007,1,2019/7/28 10:03,25.1,55.32,19.13580247
2009,202,3,1,2,25,180,62,3117315007,1,2019/7/28 10:31,24.9,55.53,19.13580247
2010,202,3,1,1,25,180,62,3117315007,1,2019/7/28 11:04,25.9,57.95,19.13580247
2011,224,4,-1,3,25,180,62,3117315007,1,2019/7/30 12:01,,,19.13580247
2012,224,1,1,2,25,180,62,3117315007,1,2019/7/29 17:31,,,19.13580247
2013,224,4,1,2,25,180,62,3117315007,1,2019/7/30 9:29,,,19.13580247
2014,224,4,1,2,25,180,62,3117315007,1,2019/7/30 10:01,,,19.13580247
2015,224,4,1,3,25,180,62,3117315007,1,2019/7/30 10:30,,,19.13580247
2016,224,4,-1,3,25,180,62,3117315007,1,2019/7/30 11:00,,,19.13580247
2017,224,4,1,3,25,180,62,3117315007,1,2019/7/30 11:30,,,19.13580247
2018,224,4,1,2,25,180,62,3117315007,1,2019/7/30 15:00,,,19.13580247
2019,202,3,1,2,25,180,62,3117315007,1,2019/7/28 11:39,26.4,60.37,19.13580247
2020,224,4,1,3,25,180,62,3117315007,1,2019/7/30 15:30,,,19.13580247
2021,224,4,1,2,25,180,62,3117315007,1,2019/7/30 16:06,,,19.13580247
2022,224,4,1,3,25,180,62,3117315007,1,2019/7/30 16:32,,,19.13580247
2023,224,4,1,2,25,180,62,3117315007,1,2019/7/30 17:02,,,19.13580247
2024,224,4,1,2,25,180,62,3117315007,1,2019/7/30 17:31,,,19.13580247
2025,202,1,1,2,25,180,62,3117315007,1,2019/7/9 16:59,25.4,58.03,19.13580247
2026,224,1,1,2,25,180,62,3117315007,1,2019/7/29 17:01,,,19.13580247
2027,224,1,1,2,25,180,62,3117315007,1,2019/7/29 16:29,,,19.13580247
2028,224,1,-1,3,25,180,62,3117315007,1,2019/7/29 15:59,,,19.13580247
2029,224,1,-1,3,25,180,62,3117315007,1,2019/7/29 15:31,,,19.13580247
2030,224,1,-1,3,25,180,62,3117315007,1,2019/7/29 15:00,,,19.13580247
2031,224,1,1,2,25,180,62,3117315007,1,2019/7/29 11:59,,,19.13580247
2032,224,1,1,2,25,180,62,3117315007,1,2019/7/29 11:30,,,19.13580247
2033,224,1,1,2,25,180,62,3117315007,1,2019/7/29 10:59,,,19.13580247
2034,224,1,1,2,25,180,62,3117315007,1,2019/7/29 10:29,,,19.13580247
2035,224,1,1,2,25,180,62,3117315007,1,2019/7/29 10:00,,,19.13580247
2036,224,1,1,2,25,180,62,3117315007,1,2019/7/29 9:31,,,19.13580247
2037,202,3,-1,1,25,180,62,3117315007,1,2019/7/28 17:00,26,61.77,19.13580247
2038,202,3,-1,1,25,180,62,3117315007,1,2019/7/28 16:31,25.5,59.53,19.13580247
2039,202,3,1,1,25,180,62,3117315007,1,2019/7/28 16:00,24.4,56.95,19.13580247
2040,202,3,1,1,25,180,62,3117315007,1,2019/7/28 15:30,24.6,59.84,19.13580247
2041,202,3,1,2,25,180,62,3117315007,1,2019/7/28 15:00,24.5,56.86,19.13580247
2042,202,3,1,1,25,180,62,3117315007,1,2019/7/28 12:00,26.6,61.29,19.13580247
2043,224,1,1,3,25,180,62,3117315007,1,2019/7/24 11:00,25,54.94,19.13580247
2044,202,3,-1,1,25,180,62,3117315007,1,2019/7/28 17:30,26.3,63.4,19.13580247
2045,224,1,1,3,25,180,62,3117315007,1,2019/7/24 10:00,24.8,56.17,19.13580247
2046,202,1,1,3,25,180,62,3117315007,1,2019/7/12 10:30,24.1,56.66,19.13580247
2047,202,1,1,2,25,180,62,3117315007,1,2019/7/11 15:59,25.2,55.92,19.13580247
2048,202,1,1,2,25,180,62,3117315007,1,2019/7/11 16:30,25.4,56.88,19.13580247
2049,202,1,1,2,25,180,62,3117315007,1,2019/7/11 17:00,25.6,57.56,19.13580247
2050,202,1,1,2,25,180,62,3117315007,1,2019/7/11 17:30,25.7,58.44,19.13580247
2051,202,1,1,2,25,180,62,3117315007,1,2019/7/12 9:31,24.4,55.23,19.13580247
2052,202,1,1,3,25,180,62,3117315007,1,2019/7/12 10:01,24.2,56.08,19.13580247
2053,202,1,1,2,25,180,62,3117315007,1,2019/7/12 10:59,24,56.74,19.13580247
2054,202,1,1,2,25,180,62,3117315007,1,2019/7/11 15:00,24.5,54.11,19.13580247
2055,202,1,-1,3,25,180,62,3117315007,1,2019/7/12 11:31,24,56.65,19.13580247
2056,202,1,-1,3,25,180,62,3117315007,1,2019/7/12 11:59,23.9,56.73,19.13580247
2057,202,1,-1,1,25,180,62,3117315007,1,2019/7/12 15:01,25.5,61.05,19.13580247
2058,202,1,1,2,25,180,62,3117315007,1,2019/7/12 15:30,24.7,55.79,19.13580247
2059,202,1,1,2,25,180,62,3117315007,1,2019/7/12 16:02,24.3,54.34,19.13580247
2060,202,1,1,2,25,180,62,3117315007,1,2019/7/12 16:30,24.2,55.73,19.13580247
2061,202,1,1,1,25,180,62,3117315007,1,2019/7/11 15:33,24.9,54.92,19.13580247
2062,202,1,1,2,25,180,62,3117315007,1,2019/7/11 11:59,25.1,55.44,19.13580247
2063,202,1,1,3,25,180,62,3117315007,1,2019/7/12 17:31,24,54.54,19.13580247
2064,202,1,1,2,25,180,62,3117315007,1,2019/7/9 17:30,25.6,58.59,19.13580247
2065,224,1,1,1,25,180,62,3117315007,1,2019/7/24 9:31,24.5,57.84,19.13580247
2066,202,1,1,2,25,180,62,3117315007,1,2019/7/11 11:30,24.6,54.02,19.13580247
2067,202,1,1,2,25,180,62,3117315007,1,2019/7/11 9:31,24.5,53.53,19.13580247
2068,202,1,1,2,25,180,62,3117315007,1,2019/7/11 10:01,24.1,52.95,19.13580247
2069,202,1,1,2,25,180,62,3117315007,1,2019/7/11 10:59,23.8,52.93,19.13580247
2070,202,1,1,2,25,180,62,3117315007,1,2019/7/12 17:00,24.1,56.06,19.13580247
2071,202,1,1,2,25,180,62,3117315007,1,2019/7/11 10:35,23.9,52.34,19.13580247
2072,224,5,-1,1,25,180,62,3117315007,1,2019/7/18 9:30,25.4,59.47,19.13580247
2073,202,1,-1,3,25,180,62,3117315007,1,2019/7/23 17:30,23.9,58.22,19.13580247
2074,202,1,1,2,25,180,62,3117315007,1,2019/7/19 15:30,23.9,60.22,19.13580247
2075,202,1,1,2,25,180,62,3117315007,1,2019/7/19 16:00,23.6,57.29,19.13580247
2076,202,1,1,2,25,180,62,3117315007,1,2019/7/19 16:31,23.6,57.6,19.13580247
2077,202,1,1,2,25,180,62,3117315007,1,2019/7/19 16:59,23.5,57.01,19.13580247
2078,202,1,1,2,25,180,62,3117315007,1,2019/7/19 17:29,23.4,57.72,19.13580247
2079,202,1,1,1,25,180,62,3117315007,1,2019/7/23 9:35,24.5,57.34,19.13580247
2080,202,1,-1,3,25,180,62,3117315007,1,2019/7/23 10:30,24,57.11,19.13580247
2081,202,1,-1,3,25,180,62,3117315007,1,2019/7/19 12:01,24.6,61.92,19.13580247
2082,202,1,1,2,25,180,62,3117315007,1,2019/7/23 15:00,24.5,56.34,19.13580247
2083,202,1,1,2,25,180,62,3117315007,1,2019/7/23 15:31,24.3,57.14,19.13580247
2084,202,1,1,2,25,180,62,3117315007,1,2019/7/23 15:59,24,57.19,19.13580247
2085,202,1,1,3,25,180,62,3117315007,1,2019/7/23 16:30,24,57.54,19.13580247
2086,224,5,1,2,25,180,62,3117315007,1,2019/7/18 9:59,25,59.14,19.13580247
2087,202,1,-1,3,25,180,62,3117315007,1,2019/7/23 16:58,24,57.65,19.13580247
2088,202,1,1,2,25,180,62,3117315007,1,2019/7/19 14:59,24.1,68.32,19.13580247
2089,202,1,1,2,25,180,62,3117315007,1,2019/7/23 9:57,24.2,56.91,19.13580247
2090,202,1,-1,3,25,180,62,3117315007,1,2019/7/19 11:30,24.5,59.34,19.13580247
2091,224,5,1,3,25,180,62,3117315007,1,2019/7/18 16:36,24.8,55.95,19.13580247
2092,224,5,-1,2,25,180,62,3117315007,1,2019/7/18 11:01,26.1,64.8,19.13580247
2093,202,1,1,3,25,180,62,3117315007,1,2019/7/19 10:59,24.3,58.25,19.13580247
2094,224,5,-1,1,25,180,62,3117315007,1,2019/7/18 11:30,26.6,62.29,19.13580247
2095,224,5,-1,1,25,180,62,3117315007,1,2019/7/18 12:00,26.8,61.03,19.13580247
2096,224,5,1,2,25,180,62,3117315007,1,2019/7/18 15:30,24.3,60.74,19.13580247
2097,224,5,1,2,25,180,62,3117315007,1,2019/7/18 16:03,24.6,57.43,19.13580247
2098,224,5,1,2,25,180,62,3117315007,1,2019/7/18 15:00,24.3,59.22,19.13580247
2099,224,5,1,2,25,180,62,3117315007,1,2019/7/18 17:01,25.4,59.75,19.13580247
2100,224,5,1,2,25,180,62,3117315007,1,2019/7/18 17:30,25.8,60.63,19.13580247
2101,202,1,1,2,25,180,62,3117315007,1,2019/7/19 9:30,24.5,61.14,19.13580247
2102,202,1,-1,3,25,180,62,3117315007,1,2019/7/19 9:59,24.1,58.01,19.13580247
2103,202,1,1,2,25,180,62,3117315007,1,2019/7/19 10:30,24.6,63.61,19.13580247
2104,224,5,1,2,25,180,62,3117315007,1,2019/7/18 10:32,25.1,66.66,19.13580247
2105,224,2,-1,3,24,153,49,1000000,1,2019/7/24 15:00,23.2,57.41,20.93212012
2106,217,3,1,2,24,153,49,1000000,1,2019/7/26 10:02,23.3,56.01,20.93212012
2107,224,2,-1,3,24,153,49,1000000,1,2019/7/24 15:32,23.1,56.4,20.93212012
2108,224,2,-1,3,24,153,49,1000000,1,2019/7/24 15:58,23,56.64,20.93212012
2109,224,2,-1,3,24,153,49,1000000,1,2019/7/24 16:35,22.9,57.2,20.93212012
2110,224,2,1,3,24,153,49,1000000,1,2019/7/24 11:31,25,55.15,20.93212012
2111,224,2,-1,3,24,153,49,1000000,1,2019/7/24 17:00,22.9,57.14,20.93212012
2112,224,2,-1,3,24,153,49,1000000,1,2019/7/24 17:31,22.8,57.42,20.93212012
2113,217,3,1,1,24,153,49,1000000,1,2019/7/26 9:30,23.1,57.75,20.93212012
2114,217,3,1,2,24,153,49,1000000,1,2019/7/26 15:33,25.5,55.94,20.93212012
2115,217,3,1,2,24,153,49,1000000,1,2019/7/26 10:33,23.5,56.85,20.93212012
2116,217,3,1,2,24,153,49,1000000,1,2019/7/26 11:00,23.6,57.56,20.93212012
2117,217,3,1,2,24,153,49,1000000,1,2019/7/26 11:30,23.9,56.88,20.93212012
2118,217,3,1,2,24,153,49,1000000,1,2019/7/26 12:02,24,56.78,20.93212012
2119,217,3,1,2,24,153,49,1000000,1,2019/7/26 15:01,25.1,56.43,20.93212012
2120,217,3,-1,1,24,153,49,1000000,1,2019/7/26 16:01,26.9,60.89,20.93212012
2121,217,3,-1,1,24,153,49,1000000,1,2019/7/26 16:29,27.7,62.06,20.93212012
2122,217,3,-1,1,24,153,49,1000000,1,2019/7/26 17:01,28.4,62.07,20.93212012
2123,202,2,1,1,24,153,49,1000000,1,2019/7/27 9:31,25.2,57.91,20.93212012
2124,217,3,-1,1,24,153,49,1000000,1,2019/7/26 17:31,28.7,63.44,20.93212012
2125,224,2,-1,3,24,153,49,1000000,1,2019/7/24 11:00,25,54.94,20.93212012
2126,202,2,-1,3,24,153,49,1000000,1,2019/7/23 10:01,24.2,57.01,20.93212012
2127,224,2,1,3,24,153,49,1000000,1,2019/7/24 10:30,24.9,55.17,20.93212012
2128,202,2,-1,3,24,153,49,1000000,1,2019/7/23 10:59,23.9,56.98,20.93212012
2129,202,2,1,1,24,153,49,1000000,1,2019/7/22 15:08,25.7,61.68,20.93212012
2130,202,2,1,2,24,153,49,1000000,1,2019/7/27 10:30,24.7,56.22,20.93212012
2131,202,2,1,2,24,153,49,1000000,1,2019/7/22 15:31,25.4,61.07,20.93212012
2132,202,2,-1,3,24,153,49,1000000,1,2019/7/22 15:59,25.5,61.45,20.93212012
2133,202,2,1,2,24,153,49,1000000,1,2019/7/22 16:31,25.5,61.19,20.93212012
2134,202,2,1,2,24,153,49,1000000,1,2019/7/22 17:01,25.6,61.58,20.93212012
2135,202,2,1,2,24,153,49,1000000,1,2019/7/22 17:28,25.4,63.54,20.93212012
2136,202,2,-1,3,24,153,49,1000000,1,2019/7/23 9:31,24.6,57.32,20.93212012
2137,202,2,-1,3,24,153,49,1000000,1,2019/7/23 10:29,24,57.04,20.93212012
2138,202,2,-1,3,24,153,49,1000000,1,2019/7/23 11:31,23.7,56.01,20.93212012
2139,224,2,1,3,24,153,49,1000000,1,2019/7/24 10:01,24.8,56.14,20.93212012
2140,202,2,-1,3,24,153,49,1000000,1,2019/7/23 12:00,23.6,55.84,20.93212012
2141,202,2,1,3,24,153,49,1000000,1,2019/7/23 15:02,24.5,56.91,20.93212012
2142,202,2,-1,3,24,153,49,1000000,1,2019/7/23 15:30,24.3,57.11,20.93212012
2143,202,2,-1,3,24,153,49,1000000,1,2019/7/23 15:57,24,57.01,20.93212012
2144,202,2,1,3,24,153,49,1000000,1,2019/7/23 16:30,24,57.54,20.93212012
2145,202,2,1,2,24,153,49,1000000,1,2019/7/23 17:00,24,57.61,20.93212012
2146,202,2,1,3,24,153,49,1000000,1,2019/7/23 17:33,23.9,58.14,20.93212012
2147,224,2,1,2,24,153,49,1000000,1,2019/7/24 9:31,24.5,57.84,20.93212012
2148,224,2,1,2,24,153,49,1000000,1,2019/7/24 9:31,24.5,57.84,20.93212012
2149,202,2,1,2,24,153,49,1000000,1,2019/7/27 10:02,24.8,55.94,20.93212012
2150,224,2,1,2,24,153,49,1000000,1,2019/7/29 17:31,,,20.93212012
2151,202,2,1,2,24,153,49,1000000,1,2019/7/27 11:00,25.6,58.77,20.93212012
2152,224,2,1,2,24,153,49,1000000,1,2019/7/29 10:30,,,20.93212012
2153,224,2,-1,3,24,153,49,1000000,1,2019/7/29 11:30,,,20.93212012
2154,224,2,-1,3,24,153,49,1000000,1,2019/7/29 12:01,,,20.93212012
2155,224,2,-1,3,24,153,49,1000000,1,2019/7/29 15:00,,,20.93212012
2156,224,2,-1,3,24,153,49,1000000,1,2019/7/29 15:31,,,20.93212012
2157,224,2,1,3,24,153,49,1000000,1,2019/7/29 16:00,,,20.93212012
2158,224,2,1,2,24,153,49,1000000,1,2019/7/29 16:30,,,20.93212012
2159,224,2,1,2,24,153,49,1000000,1,2019/7/29 17:01,,,20.93212012
2160,224,2,1,2,24,153,49,1000000,1,2019/7/30 9:29,,,20.93212012
2161,224,2,1,2,24,153,49,1000000,1,2019/7/30 10:01,,,20.93212012
2162,224,2,1,2,24,153,49,1000000,1,2019/7/30 10:30,,,20.93212012
2163,224,2,1,2,24,153,49,1000000,1,2019/7/30 11:00,,,20.93212012
2164,224,2,1,2,24,153,49,1000000,1,2019/7/30 11:33,,,20.93212012
2165,224,2,1,2,24,153,49,1000000,1,2019/7/30 12:02,,,20.93212012
2166,224,2,1,2,24,153,49,1000000,1,2019/7/30 15:00,,,20.93212012
2167,224,2,1,3,24,153,49,1000000,1,2019/7/30 15:31,,,20.93212012
2168,224,2,1,3,24,153,49,1000000,1,2019/7/30 16:06,,,20.93212012
2169,224,2,-1,3,24,153,49,1000000,1,2019/7/30 16:32,,,20.93212012
2170,224,2,-1,3,24,153,49,1000000,1,2019/7/30 17:02,,,20.93212012
2171,202,2,1,2,24,153,49,1000000,1,2019/7/22 15:02,25.7,62.12,20.93212012
2172,224,2,1,3,24,153,49,1000000,1,2019/7/29 10:59,,,20.93212012
2173,224,2,1,2,24,153,49,1000000,1,2019/7/29 10:00,,,20.93212012
2174,202,2,1,2,24,153,49,1000000,1,2019/7/27 11:29,26,60.23,20.93212012
2175,224,2,1,2,24,153,49,1000000,1,2019/7/29 9:32,,,20.93212012
2176,202,2,1,1,24,153,49,1000000,1,2019/7/27 11:59,26.2,61.05,20.93212012
2177,202,2,1,3,24,153,49,1000000,1,2019/7/27 15:00,24.4,56.17,20.93212012
2178,202,2,1,3,24,153,49,1000000,1,2019/7/27 15:31,24.3,55.83,20.93212012
2179,202,2,1,2,24,153,49,1000000,1,2019/7/27 16:01,25.4,57.94,20.93212012
2180,202,2,1,1,24,153,49,1000000,1,2019/7/27 16:30,25.8,59.11,20.93212012
2181,202,2,1,2,24,153,49,1000000,1,2019/7/27 17:00,26.1,60,20.93212012
2182,202,2,1,2,24,153,49,1000000,1,2019/7/27 17:31,26.4,60.62,20.93212012
2183,202,2,1,1,24,153,49,1000000,1,2019/7/28 9:36,25.4,55.96,20.93212012
2184,202,2,1,3,24,153,49,1000000,1,2019/7/28 10:03,25.1,55.32,20.93212012
2185,202,2,1,2,24,153,49,1000000,1,2019/7/28 10:31,24.9,55.53,20.93212012
2186,202,2,1,2,24,153,49,1000000,1,2019/7/28 11:04,25.9,57.95,20.93212012
2187,202,2,1,2,24,153,49,1000000,1,2019/7/28 11:39,26.4,60.37,20.93212012
2188,202,2,1,2,24,153,49,1000000,1,2019/7/28 12:00,26.6,61.29,20.93212012
2189,202,2,-1,1,24,153,49,1000000,1,2019/7/28 15:08,24.5,57.07,20.93212012
2190,202,2,1,2,24,153,49,1000000,1,2019/7/28 15:30,24.6,59.84,20.93212012
2191,202,2,1,2,24,153,49,1000000,1,2019/7/28 16:00,24.4,56.95,20.93212012
2192,202,2,1,2,24,153,49,1000000,1,2019/7/28 16:34,25.6,59.83,20.93212012
2193,202,2,1,2,24,153,49,1000000,1,2019/7/28 17:03,26,61.96,20.93212012
2194,202,2,1,2,24,153,49,1000000,1,2019/7/28 17:31,26.3,63.34,20.93212012
2195,202,2,1,1,24,153,49,1000000,1,2019/7/22 15:08,25.7,61.68,20.93212012
2196,224,2,1,1,24,153,49,1000000,1,2019/7/5 17:01,26.9,52.49,20.93212012
2197,202,2,1,2,24,153,49,1000000,1,2019/7/22 12:02,25,67.69,20.93212012
2198,202,2,1,2,24,153,49,1000000,1,2019/7/9 16:29,25.1,57.11,20.93212012
2199,202,2,-1,1,24,153,49,1000000,1,2019/7/9 9:33,25.2,58.44,20.93212012
2200,202,2,1,2,24,153,49,1000000,1,2019/7/9 10:02,24.5,55.59,20.93212012
2201,202,2,-1,3,24,153,49,1000000,1,2019/7/9 10:30,24.2,53.95,20.93212012
2202,202,2,-1,3,24,153,49,1000000,1,2019/7/9 11:00,24.1,55.13,20.93212012
2203,202,2,-1,3,24,153,49,1000000,1,2019/7/9 11:29,24,54.37,20.93212012
2204,202,2,1,2,24,153,49,1000000,1,2019/7/9 11:59,24.9,56.37,20.93212012
2205,202,2,1,3,24,153,49,1000000,1,2019/7/9 15:00,24.6,56.41,20.93212012
2206,202,2,1,3,24,153,49,1000000,1,2019/7/9 15:30,24.3,57.75,20.93212012
2207,202,2,1,2,24,153,49,1000000,1,2019/7/9 16:03,24.6,56.32,20.93212012
2208,202,2,1,2,24,153,49,1000000,1,2019/7/9 17:00,25.4,58.05,20.93212012
2209,202,2,1,1,24,153,49,1000000,1,2019/7/22 11:33,24.3,63.19,20.93212012
2210,202,2,1,2,24,153,49,1000000,1,2019/7/9 17:31,25.6,58.62,20.93212012
2211,202,2,1,2,24,153,49,1000000,1,2019/7/11 9:31,24.5,53.53,20.93212012
2212,202,2,-1,3,24,153,49,1000000,1,2019/7/11 10:01,24.1,52.95,20.93212012
2213,202,2,-1,3,24,153,49,1000000,1,2019/7/11 10:36,23.9,52.34,20.93212012
2214,202,2,-1,3,24,153,49,1000000,1,2019/7/11 11:00,23.9,53.01,20.93212012
2215,202,2,1,2,24,153,49,1000000,1,2019/7/11 11:30,24.6,54.02,20.93212012
2216,202,2,1,2,24,153,49,1000000,1,2019/7/11 11:59,25.1,55.44,20.93212012
2217,202,2,1,2,24,153,49,1000000,1,2019/7/11 15:00,24.5,54.11,20.93212012
2218,202,2,1,2,24,153,49,1000000,1,2019/7/11 15:33,24.9,54.92,20.93212012
2219,224,2,1,1,24,153,49,1000000,1,2019/7/5 17:28,27,52.29,20.93212012
2220,224,2,1,2,24,153,49,1000000,1,2019/7/5 16:31,26.6,51.38,20.93212012
2221,224,2,1,2,24,153,49,1000000,1,2019/7/5 16:00,26.4,51.31,20.93212012
2222,224,2,1,2,24,153,49,1000000,1,2019/7/5 15:30,26,50.5,20.93212012
2223,224,2,1,1,24,153,49,1000000,1,2019/7/4 9:32,23.3,53.5,20.93212012
2224,224,2,1,3,24,153,49,1000000,1,2019/7/4 9:59,23,52.87,20.93212012
2225,224,2,-1,3,24,153,49,1000000,1,2019/7/4 10:30,22.4,52.21,20.93212012
2226,224,2,-1,3,24,153,49,1000000,1,2019/7/4 11:00,22.2,53.02,20.93212012
2227,224,2,1,3,24,153,49,1000000,1,2019/7/4 11:31,23.3,55.74,20.93212012
2228,224,2,1,3,24,153,49,1000000,1,2019/7/4 12:01,23.8,53.12,20.93212012
2229,224,2,1,2,24,153,49,1000000,1,2019/7/4 15:02,24.7,48.35,20.93212012
2230,224,2,1,2,24,153,49,1000000,1,2019/7/4 15:31,24.9,48.06,20.93212012
2231,224,2,1,3,24,153,49,1000000,1,2019/7/4 16:00,25,47,20.93212012
2232,224,2,1,3,24,153,49,1000000,1,2019/7/4 16:30,25.1,46.32,20.93212012
2233,224,2,1,3,24,153,49,1000000,1,2019/7/4 17:01,25.2,46.44,20.93212012
2234,224,2,1,3,24,153,49,1000000,1,2019/7/4 17:29,25.3,46.18,20.93212012
2235,224,2,1,3,24,153,49,1000000,1,2019/7/5 9:30,23.9,50.59,20.93212012
2236,224,2,1,3,24,153,49,1000000,1,2019/7/5 10:00,23.5,51.78,20.93212012
2237,224,2,1,3,24,153,49,1000000,1,2019/7/5 10:30,23.4,52.09,20.93212012
2238,224,2,-1,3,24,153,49,1000000,1,2019/7/5 11:00,23.4,52.25,20.93212012
2239,224,2,1,3,24,153,49,1000000,1,2019/7/5 11:30,24.7,52.47,20.93212012
2240,224,2,1,2,24,153,49,1000000,1,2019/7/5 12:00,25.3,53.15,20.93212012
2241,224,2,1,2,24,153,49,1000000,1,2019/7/5 14:59,25,48.71,20.93212012
2242,202,2,1,2,24,153,49,1000000,1,2019/7/11 16:00,25.2,55.98,20.93212012
2243,202,2,1,2,24,153,49,1000000,1,2019/7/11 16:30,25.4,56.88,20.93212012
2244,202,2,1,2,24,153,49,1000000,1,2019/7/11 17:00,25.6,57.56,20.93212012
2245,224,4,-1,3,24,153,49,1000000,1,2019/7/18 15:30,24.3,60.74,20.93212012
2246,224,4,1,2,24,153,49,1000000,1,2019/7/18 16:36,24.8,55.95,20.93212012
2247,224,4,-1,3,24,153,49,1000000,1,2019/7/18 17:01,25.4,59.75,20.93212012
2248,224,4,-1,3,24,153,49,1000000,1,2019/7/18 17:30,25.8,60.63,20.93212012
2249,202,2,1,3,24,153,49,1000000,1,2019/7/19 9:30,24.5,61.14,20.93212012
2250,202,2,-1,3,24,153,49,1000000,1,2019/7/19 10:00,24.1,58.1,20.93212012
2251,202,2,1,3,24,153,49,1000000,1,2019/7/19 10:30,24.6,63.61,20.93212012
2252,202,2,-1,3,24,153,49,1000000,1,2019/7/19 10:59,24.3,58.25,20.93212012
2253,202,2,-1,3,24,153,49,1000000,1,2019/7/19 11:30,24.5,59.34,20.93212012
2254,202,2,-1,3,24,153,49,1000000,1,2019/7/19 12:00,24.6,62.13,20.93212012
2255,202,2,-1,3,24,153,49,1000000,1,2019/7/19 14:59,24.1,68.32,20.93212012
2256,202,2,1,3,24,153,49,1000000,1,2019/7/19 15:30,23.9,60.22,20.93212012
