,房间号,座位号,热舒适（1为舒适，-1为不舒适）,热偏好（1为喜欢偏冷，2为喜欢中性环境，3为喜欢偏热环境）,年龄,身高,体重,人员编码（每人唯一）,gender（1为男，-1为女）,记录时间,室内温度,室内相对湿度,bmi（身体质量指数）
2257,202,2,-1,3,24,153,49,1000000,1,2019/7/19 16:01,23.6,57.2,20.93212012
2258,202,2,-1,3,24,153,49,1000000,1,2019/7/19 16:31,23.6,57.6,20.93212012
2259,202,2,-1,3,24,153,49,1000000,1,2019/7/19 17:01,23.4,56.95,20.93212012
2260,202,2,-1,3,24,153,49,1000000,1,2019/7/19 17:30,23.4,57.74,20.93212012
2261,202,2,-1,1,24,153,49,1000000,1,2019/7/22 9:40,25.2,67.97,20.93212012
2262,202,2,1,2,24,153,49,1000000,1,2019/7/22 10:01,25,66.76,20.93212012
2263,202,2,1,2,24,153,49,1000000,1,2019/7/22 10:33,24.8,63,20.93212012
2264,202,2,1,2,24,153,49,1000000,1,2019/7/22 11:06,24.5,62,20.93212012
2265,224,4,1,3,24,153,49,1000000,1,2019/7/18 16:03,24.6,57.43,20.93212012
2266,224,4,-1,3,24,153,49,1000000,1,2019/7/18 15:00,24.3,59.22,20.93212012
2267,202,2,1,2,24,153,49,1000000,1,2019/7/11 17:30,25.7,58.44,20.93212012
2268,224,4,1,2,24,153,49,1000000,1,2019/7/18 12:00,26.8,61.03,20.93212012
2269,202,2,1,2,24,153,49,1000000,1,2019/7/12 9:30,24.4,55.57,20.93212012
2270,202,2,1,3,24,153,49,1000000,1,2019/7/12 10:01,24.2,56.08,20.93212012
2271,202,2,1,3,24,153,49,1000000,1,2019/7/12 10:30,24.1,56.66,20.93212012
2272,202,2,1,2,24,153,49,1000000,1,2019/7/12 11:01,24,56.78,20.93212012
2273,202,2,1,3,24,153,49,1000000,1,2019/7/12 11:32,24,56.73,20.93212012
2274,202,2,1,3,24,153,49,1000000,1,2019/7/12 12:02,23.9,57.04,20.93212012
2275,202,2,1,2,24,153,49,1000000,1,2019/7/12 15:01,25.5,61.05,20.93212012
2276,202,2,1,2,24,153,49,1000000,1,2019/7/12 15:01,25.5,61.05,20.93212012
2277,202,2,-1,3,24,153,49,1000000,1,2019/7/12 15:30,24.7,55.79,20.93212012
2278,202,2,1,3,24,153,49,1000000,1,2019/7/12 16:02,24.3,54.34,20.93212012
2279,202,2,1,2,24,153,49,1000000,1,2019/7/12 16:31,24.2,55.76,20.93212012
2280,202,2,1,2,24,153,49,1000000,1,2019/7/12 17:00,24.1,56.06,20.93212012
2281,202,2,1,2,24,153,49,1000000,1,2019/7/12 17:31,24,54.54,20.93212012
2282,224,4,-1,1,24,153,49,1000000,1,2019/7/18 9:31,25.3,60.35,20.93212012
2283,224,4,1,2,24,153,49,1000000,1,2019/7/18 9:59,25,59.14,20.93212012
2284,224,4,1,2,24,153,49,1000000,1,2019/7/18 10:32,25.1,66.66,20.93212012
2285,224,4,1,2,24,153,49,1000000,1,2019/7/18 10:32,25.1,66.66,20.93212012
2286,224,4,1,3,24,153,49,1000000,1,2019/7/18 11:01,26.1,64.8,20.93212012
2287,224,4,1,2,24,153,49,1000000,1,2019/7/18 11:30,26.6,62.29,20.93212012
2288,224,2,1,2,24,153,49,1000000,1,2019/7/30 17:32,,,20.93212012
